Population,GDP,Surface Area,HDI
7.0,7.0,7.0,7.0
107.30257142857144,5080248.0,3061327.285714286,0.9004285714285715
97.24996987121581,5494020.158159081,4576186.574657176,0.01659173632522271
35.467,1785387.0,242495.0,0.873
62.308,2500715.5,329225.0,0.8895
64.511,2950039.0,377930.0,0.907
104.0005,4238402.0,5082873.0,0.914
318.523,17348075.0,9984670.0,0.916
